dtxsid,refchem_agonist,refchem_antagonist,auc_agonist,er_class,chemical,ESR1_pmi,ESR2_pmi,ESRRA_pmi,ESRRB_pmi,ESRRG_pmi,ESR1_coc,ESR2_coc,ESRRA_coc,ESRRB_coc,ESRRG_coc,n_chem
DTXSID2026789,,,0.0,0.0,Propylene Carbonate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,779
DTXSID2038732,,,0.0,0.0,Diethyl succinate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,89
DTXSID7021607,,,0.0,0.0,Caproic Acid,-0.06359513246325027,0.0,0.0,0.12766852758298955,0.0,1,0,0,1,0,1381
DTXSID3026726,,,0.0,0.0,"beta-CITRONELLOL, (+/-)-",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,571
DTXSID1041550,,,0.0,0.0,(-)-Citronellol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,546
DTXSID1032511,,,0.0,0.0,"1,3,5-Triethylhexahydro-s-triazine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1025148,,,0.0,0.0,"3,5-Dimethylphenol",0.20759730989686503,0.0,0.0,0.0,0.0,3,0,0,0,0,54
DTXSID8026224,,,0.0,0.0,Triglyme,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,109
DTXSID7020005,,,0.0,0.0,Acetamide,-0.033596344537946445,0.0,0.0,0.07813552568801381,0.0,4,0,0,1,0,3181
DTXSID8042187,,,0.0,0.0,"1,3-Dibutyl-2-thiourea",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID2042191,,,0.0,0.0,"N,N'-Dimethylthiourea",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,295
DTXSID1020930,,,0.0,0.0,Nicotine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,32088
DTXSID4026842,,,0.0,0.0,Methyl decanoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35
DTXSID4021848,,,0.0,0.0,N-Ethyl-m-toluidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID4024062,,,0.0,0.0,"3,4-Dimethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33
DTXSID1041970,,,0.0,0.0,Fenchol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,65
DTXSID6048204,,,0.0,0.0,4-Butylcyclohexanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID6022187,,,0.0,0.0,"2,3,6-Trimethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18
DTXSID5025659,,,0.0,0.0,Methyl Salicylate,-0.1004200834085137,0.0,0.0,0.0,0.0,1,0,0,0,0,2568
DTXSID6025018,,,0.0,0.0,Dicyclohexylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,122
DTXSID0020654,,,0.0,0.0,Geranyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,197
DTXSID2026997,,,0.0,0.0,p-Anisaldehyde,0.07215662134204245,0.0,0.0,0.0,0.0,2,0,0,0,0,295
DTXSID1020350,,,0.0,0.0,2-Methoxy-5-methylaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21
DTXSID0022014,,,0.0,0.0,"1,4-Dimethoxybenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,94
DTXSID4022153,,,0.0,0.0,Tetrabutyltin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,34
DTXSID3042390,,,0.0,0.0,Sodium Omadine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID8021804,,,0.0,0.0,Benzocaine,0.004132738045313517,0.12697429064880822,0.0,0.05813969881622517,0.0,10,5,0,1,0,4455
DTXSID6025272,,,0.0,0.0,Ethyl anthranilate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID9025403,,,0.0,0.0,Hexyl benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33
DTXSID8027454,,,0.0,0.0,"N,N-Dimethylacetoacetamide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID9025293,,,0.0,0.0,2-Ethylhexanoic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,63
DTXSID3020093,,,0.0,0.0,p-Anisidine hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID8026727,,,0.0,0.0,Geraniol,-0.03047771802387534,0.0,0.0,0.0,0.0,2,0,0,0,0,1548
DTXSID3026728,,,0.0,0.0,Nerol,0.03599494648763691,0.0,0.0,0.0,0.0,1,0,0,0,0,258
DTXSID5038830,,,0.0,0.0,"Butanoic acid, 1,1-dimethyl-2-phenylethyl ester",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID9027364,,,0.0,0.0,"N,N-Dimethyloctanamide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID4021842,,,0.0,0.0,Cyclohexanone oxime,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,39
DTXSID9020295,,,0.0,0.0,4-Chloroaniline,0.0,0.10716608252634355,0.0,0.0,0.0,0,1,0,0,0,1014
DTXSID6025567,,,0.0,0.0,Methyl anthranilate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,173
DTXSID4022109,,,0.0,0.0,gamma-Decalactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,234
DTXSID4034287,,,0.0,0.0,Gamma-undecalactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID0020604,,,0.0,0.0,4-Vinylcyclohexene dioxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,256
DTXSID4040711,,,0.0,0.0,Ethyl 2-methylbenzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID2020212,,,0.0,0.0,2-tert-Butyl-4-methylphenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID1024091,,,0.0,0.0,S-Ethyl dipropylthiocarbamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,60
DTXSID5048211,,,0.0,0.0,Ethyl 4-methylbenzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID6022008,,,0.0,0.0,Nonan-1-ol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,177
DTXSID9020617,,,0.0,0.0,Eugenol,-0.051648954886948414,-0.03422333383003125,0.0,0.0,0.0,11,1,0,0,0,10975
DTXSID6021959,,,0.0,0.0,"2,4,6-Tribromophenol",0.06282306201472929,0.0,0.0,0.0,0.0,2,0,0,0,0,343
DTXSID5020281,,,0.0,0.0,1-Chloro-4-nitrobenzene,0.0625317108609256,0.0,0.0,0.0,0.0,1,0,0,0,0,165
DTXSID8021519,,,0.0,0.0,2-(2-Butoxyethoxy)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36
DTXSID8035423,,,0.0,0.0,"1,4-Dimethylnaphthalene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33
DTXSID0025363,,,0.0,0.0,Glycolic Acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8259
DTXSID9021847,,,0.0,0.0,Diphenyl ether,0.07826045376405563,0.07719349283559288,0.0,0.11603392360865868,0.0,11,1,0,1,0,1680
DTXSID6023523,,,0.0,0.0,Propofol,-0.14116829432874817,0.0,0.0,0.0,0.0,4,0,0,0,0,16779
DTXSID5020601,,,0.0,0.0,Ethylene thiourea,0.07605447199702323,0.0,0.0,0.0,0.0,2,0,0,0,0,277
DTXSID0035160,,,0.0,0.0,alpha-IONONE,0.12562988249511062,0.0,0.0,0.0,0.0,1,0,0,0,0,57
DTXSID9020164,,,0.0,0.0,"2,2-Bis(bromomethyl)-1,3-propanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,80
DTXSID3041877,,,0.0,0.0,Dimethylbenzylcarbinyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID4020828,,,0.0,0.0,Mequinol,0.07786887487815045,0.0,0.0,0.0,0.0,2,0,0,0,0,269
DTXSID7022049,,,0.0,0.0,"2,4,6-Trimethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,52
DTXSID6041636,,,0.0,0.0,1-Phenylethyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27
DTXSID7024586,,,0.0,0.0,Benzothiazole,-0.014776258343820578,0.0,0.0,0.0,0.0,4,0,0,0,0,2378
DTXSID5023792,,,0.0,0.0,4-Nitrotoluene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,214
DTXSID5020449,,,0.0,0.0,Dichlorvos,-0.0031762424826004424,0.0,0.0,0.0,0.0,2,0,0,0,0,996
DTXSID2042276,,,0.0,0.0,2-Ethoxyphenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID2026523,,,0.0,0.0,Trichloroisocyanuric acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,144
DTXSID2022179,,,0.0,0.0,Pentachloropyridine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID3020910,,,0.0,0.0,Busulfan,-0.08290138935326094,0.0,0.0,0.0,0.0,2,0,0,0,0,3610
DTXSID7023936,,,0.0,0.0,Butylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,42
DTXSID5021885,,,0.0,0.0,Hexylene Glycol,0.04849861179465272,0.0,0.0,0.0,0.0,1,0,0,0,0,209
DTXSID4025662,,,0.0,0.0,4-Phenyl-3-buten-2-one,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18
DTXSID0020737,,,0.0,0.0,Indole,0.0,0.0,0.05910130110916261,0.0,0.0,0,0,1,0,0,22957
DTXSID4020820,,,0.0,0.0,Methimazole,-0.02740049574812572,0.061591196965143036,0.0,0.10043162773820884,0.0,3,1,0,1,0,2185
DTXSID5025607,,,0.0,0.0,Methyleugenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,556
DTXSID9027312,,,0.0,0.0,1-Phenoxy-2-propanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16
DTXSID5026912,,,0.0,0.0,Triethylene glycol monomethyl ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50
DTXSID4024143,,,0.0,0.0,Hexamethylene diisocyanate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,772
DTXSID7024376,,,0.0,0.0,Vernolate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36
DTXSID2021600,,,0.0,0.0,Heptanoic Acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,213
DTXSID2024666,,,0.0,0.0,"1,4-Butanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,899
DTXSID0025864,,,0.0,0.0,p-Phenetidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID8024999,,,0.0,0.0,"3,4-Dichloronitrobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,120
DTXSID8040694,,,0.0,0.0,Butyl benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,32
DTXSID6042074,,,0.0,0.0,Carvacrol,-0.032535111391462514,0.05679145354668149,0.0,0.0,0.0,3,1,0,0,0,2369
DTXSID3024368,,,0.0,0.0,Triethylene glycol monoethyl ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID0020498,,,0.0,0.0,Dimethyl terephthalate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,73
DTXSID2022331,,,0.0,0.0,2-sec-Butylphenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30
DTXSID8027246,,,0.0,0.0,2-Pyrrolidinone,-0.01713933442316168,0.0,0.0,0.0,0.0,3,0,0,0,0,1859
DTXSID4020161,,,0.0,0.0,Biphenyl,0.022683927629326573,0.0865318429528798,0.0,0.04276642472678221,0.0,34,7,0,2,0,11891
DTXSID5044784,,,0.0,0.0,"1,3-Butyleneglycol dimethacrylate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID6025220,,,0.0,0.0,1-Dodecanethiol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,652
DTXSID7021946,,,0.0,0.0,1-Decanol,0.08609882231227421,0.0,0.0,0.0,0.0,4,0,0,0,0,500
DTXSID5021386,,,0.0,0.0,"2,4,6-Trichlorophenol",0.020089652419437068,0.0,0.0,0.0,0.0,2,0,0,0,0,684
DTXSID7026156,,,0.0,0.0,"2,4-Diisocyanato-1-methylbenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,549
DTXSID1032513,,,0.0,0.0,"(3,5-Dimethyl-1H-pyrazol-1-yl)methanol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID1026906,,,0.0,0.0,"N,N-Dimethyldodecylamine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,166
DTXSID8027581,,,0.0,0.0,"Cyclododeca-1,5,9-triene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23
DTXSID4042094,,,0.0,0.0,Levomenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,367
DTXSID5020027,,,0.0,0.0,Acrylamide,0.03788969110301715,0.022840428242386048,0.11788805710343864,0.0,0.0,30,2,1,0,0,8528
DTXSID9021976,,,0.0,0.0,2-Phenoxyethanol,0.016217996584188665,0.0,0.0,0.0,0.0,1,0,0,0,0,360
DTXSID4044828,,,0.0,0.0,Ethyl 10-undecenoate,0.22426960000784657,0.0,0.0,0.0,0.0,8,0,0,0,0,138
DTXSID2027333,,,0.0,0.0,3-Aminopropyltriethoxysilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3952
DTXSID6027052,,,0.0,0.0,"2,6-DI-Tert-butylphenol",0.0855322805232313,0.0,0.0,0.0,0.0,1,0,0,0,0,112
DTXSID3023845,,,0.0,0.0,Acenaphthylene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,434
DTXSID3022247,,,0.0,0.0,Nerolidol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,601
DTXSID3020887,,,0.0,0.0,6-Methylquinoline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID7021815,,,0.0,0.0,"3,4-Dichloroaniline",0.03692253550379723,0.0,0.0,0.0,0.0,1,0,0,0,0,254
DTXSID4027997,,,0.0,0.0,Dichlormid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID4036435,,,0.0,0.0,1-Octylpyrrolidin-2-one,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID8020462,,,0.0,0.0,Diethylene glycol,-0.057960918788182055,0.0,0.0,0.0,0.0,2,0,0,0,0,2413
DTXSID6024206,,,0.0,0.0,Molinate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,138
DTXSID8029650,,,0.0,0.0,Menthol,-0.04918245275022181,0.0,0.0,0.0,0.0,3,0,0,0,0,3079
DTXSID7024320,,,0.0,0.0,"1,2,4,5-Tetrachlorobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,51
DTXSID9024431,,,0.0,0.0,2-Methylthio-2-methylpropionaldoxime,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID0021254,,,0.0,0.0,Safrole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,292
DTXSID5027356,,,0.0,0.0,Tris(2-methoxyethoxy)vinylsilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,206
DTXSID4025612,,,0.0,0.0,2-Methylglutaronitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID2020216,,,0.0,0.0,Butylated Hydroxytoluene,0.012540594235378962,0.0,0.0,0.0,0.0,8,0,0,0,0,3145
DTXSID7029162,,,0.0,0.0,"3-Bromo-1-chloro-5,5-dimethylhydantoin",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID0024216,,,0.0,0.0,Nitrapyrin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,55
DTXSID2026602,,,0.0,0.0,"2,4-Di-tert-butylphenol",0.14283481880369361,0.0,0.0,0.0,0.0,4,0,0,0,0,208
DTXSID0029262,,,0.0,0.0,"2,6-Di-tert-butyl-4-ethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID3026566,,,0.0,0.0,"Dimethyl 1,4-cyclohexanedicarboxylate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID2027414,,,0.0,0.0,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,49
DTXSID5026889,,,0.0,0.0,Methyl dodecanoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,62
DTXSID7040285,,,0.0,0.0,2'-Hydroxyacetophenone,0.056710357028778725,0.0,0.0,0.0,0.0,1,0,0,0,0,182
DTXSID6020692,,,0.0,0.0,Methenamine,-0.04618655107976715,0.0,0.0,0.0,0.0,1,0,0,0,0,1030
DTXSID0026258,,,0.0,0.0,Tris(2-chloroethyl) phosphite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID6027218,,,0.0,0.0,"2,6-Diethylaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23
DTXSID0042406,,,0.0,0.0,Sodium methyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID8027402,,,0.0,0.0,Dimethyl isophthalate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23
DTXSID9034490,,,0.0,0.0,Cyanamide,0.03336421080149906,0.0,0.0,0.0,0.0,2,0,0,0,0,552
DTXSID5026259,,,0.0,0.0,Tris(1-chloro-2-propyl) phosphate,0.07995270872850363,0.0,0.0,0.0,0.0,3,0,0,0,0,403
DTXSID2025133,,,0.0,0.0,"1,2-Dimethyl-4-nitrobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID6027268,,,0.0,0.0,Pentadecane,0.0050309204502592885,0.0,0.0,0.09972480185298313,0.0,23,0,0,4,0,10156
DTXSID3024869,,,0.0,0.0,Cumene hydroperoxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,601
DTXSID3022455,,,0.0,0.0,Dimethyl Phthalate,-0.024183598760868296,0.0,0.0,0.0,0.0,1,0,0,0,0,711
DTXSID2024793,,,0.0,0.0,Chloroneb,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11
DTXSID4025292,,,0.0,0.0,"2-Ethyl-1,3-hexanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID0026915,,,0.0,0.0,1-Undecanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258
DTXSID3024944,,,0.0,0.0,"1,2-Dibromo-2,4-dicyanobutane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,104
DTXSID9021348,,,0.0,0.0,Thiourea,-0.04713974582877161,0.0,0.0,0.0,0.0,5,0,0,0,0,4851
DTXSID1025726,,,0.0,0.0,2-Nitroaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,132
DTXSID5023825,,,0.0,0.0,Indium arsenide,0.0,0.0,0.01855744303208686,0.042699379119900564,0.0,0,0,4,28,0,186533
DTXSID8042503,,,0.0,0.0,Tripropylene glycol butyl ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID7021520,,,0.0,0.0,Triethylene glycol monobutyl ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID9024699,,,0.0,0.0,tert-Butyl peroxybenzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37
DTXSID2027412,,,0.0,0.0,"3,6,9,12-Tetraoxahexadecan-1-OL",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID3021774,,,0.0,0.0,Acenaphthene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,654
DTXSID7021780,,,0.0,0.0,Diethyl Phthalate,0.08362417931028028,0.0,0.0,0.0,0.0,8,0,0,0,0,1101
DTXSID4021137,,,0.0,0.0,m-Phenylenediamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,305
DTXSID3025881,,,0.0,0.0,o-PHENYLENEDIAMINE,-0.04518246180111006,0.0,0.0,0.0,0.0,2,0,0,0,0,1963
DTXSID3021853,,,0.0,0.0,N-(2-Hydroxyethyl)piperazine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,209
DTXSID2021995,,,0.0,0.0,Diethyltoluamide,-0.00807444626353218,0.0,0.0,0.0,0.0,2,0,0,0,0,1078
DTXSID6032356,,,0.0,0.0,Cycloate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID0047456,,,0.0,0.0,"5-Norbornene-2,3-dicarboxylic anhydride",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,53
DTXSID1040794,,,0.0,0.0,"Sodium, (2-biphenylyloxy)-, tetrahydrate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15
DTXSID5027433,,,0.0,0.0,N-[3-(Trimethoxysilyl)propyl]ethylenediamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,147
DTXSID0048210,,,0.0,0.0,Phenyl benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,82
DTXSID2029325,,,0.0,0.0,Methyl dihydrojasmonate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,43
DTXSID3021641,,,0.0,0.0,Nonanoic acid,-0.027445018471354915,0.0,0.0,0.0,0.0,2,0,0,0,0,1474
DTXSID5020730,,,0.0,0.0,8-Hydroxyquinoline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2095
DTXSID4020240,,,0.0,0.0,Caprolactam,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,469
DTXSID3020966,,,0.0,0.0,4-Nitrobenzoic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,231
DTXSID7027041,,,0.0,0.0,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,140
DTXSID9036690,,,0.0,0.0,Diisobutyl adipate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID0027195,,,0.0,0.0,Hexadecane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1779
DTXSID3026223,,,0.0,0.0,Triethylene glycol diacetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16
DTXSID3026641,,,0.0,0.0,Isophthaloyl dichloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29
DTXSID4021393,,,0.0,0.0,Triethylene Glycol,-0.02447679974373317,0.0,0.0,0.0,0.0,2,0,0,0,0,1405
DTXSID6042232,,,0.0,0.0,Hydroxycitronellal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,51
DTXSID6020014,,,0.0,0.0,Dehydroacetic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,58
DTXSID0023826,,,0.0,0.0,Isophorone diisocyanate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,245
DTXSID6048200,,,0.0,0.0,"2,4,6-Trimethylbenzoic acid",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID8026698,,,0.0,0.0,"4,4'-Dithiodimorpholine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID3021986,,,0.0,0.0,Tributyl phosphate,0.008111662009773963,0.0,0.0,0.0,0.0,2,0,0,0,0,830
DTXSID8025886,,,0.0,0.0,Ethyl 3-phenylglycidate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID2021866,,,0.0,0.0,Dibutyl adipate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,529
DTXSID0028038,,,0.0,0.0,3-Iodo-2-propynyl butylcarbamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,71
DTXSID7020348,,,0.0,0.0,Coumarin,0.030429012414860287,-0.03966214841390218,0.0,0.0,0.11355004604503567,38,1,0,0,1,12028
DTXSID8035001,,,0.0,0.0,Undecylenic acid,0.08467390546176609,0.0,0.0,0.0,0.0,2,0,0,0,0,241
DTXSID5032361,,,0.0,0.0,"2,2-Dibromo-2-cyanoacetamide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,41
DTXSID9024065,,,0.0,0.0,"1,3-Dinitrobenzene",-0.0012827595168750268,0.0,0.0,0.0,0.0,2,0,0,0,0,966
DTXSID2020634,,,0.0,0.0,Fluorouracil,0.12175204581834173,0.0,0.04283029221343078,0.01043396592837093,0.0,253,0,1,3,0,30196
DTXSID3041661,,,0.0,0.0,2-Hydroxybenzonitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,112
DTXSID5026918,,,0.0,0.0,1-Dodecanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1052
DTXSID9024489,,,0.0,0.0,5-Amino-2-methylphenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16
DTXSID1020932,,,0.0,0.0,Nicotinic acid,-0.04079922403857767,0.0,0.0,0.048437236717810514,0.0,6,0,0,1,0,5246
DTXSID9029649,,,0.0,0.0,m-Xylylenediamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,44
DTXSID6020143,,,0.0,0.0,Benzoic Acid,0.02093381018833061,0.0,0.10641042256182773,0.05137747629662391,0.0,29,0,1,2,0,10347
DTXSID1044693,,,0.0,0.0,Magnesium dibenzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1020140,,,0.0,0.0,Sodium Benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,862
DTXSID3021936,,,0.0,0.0,Adiponitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,53
DTXSID5032365,,,0.0,0.0,"2,6-Dichlorobenzonitrile",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,155
DTXSID5020283,,,0.0,0.0,4-Chloro-o-phenylenediamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14
DTXSID2021311,,,0.0,0.0,"2,4,6-Tri-tert-butylphenol",0.08845747209810831,0.0,0.0,0.0,0.0,10,0,0,0,0,1307
DTXSID9027360,,,0.0,0.0,Ammonium carbamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,90
DTXSID8024105,,,0.0,0.0,Fluorene,0.004109174370368063,0.0,0.0,0.0,0.0,7,0,0,0,0,3115
DTXSID6032516,,,0.0,0.0,2-(Octylthio)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID4027494,,,0.0,0.0,"2,3-Diaminotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27
DTXSID4021921,,,0.0,0.0,"2-Butyne-1,4-diol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,34
DTXSID5020528,,,0.0,0.0,"2,6-Dinitrotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,236
DTXSID1035288,,,0.0,0.0,Codlelure,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID5026178,,,0.0,0.0,Potassium dichloroisocyanurate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID0029761,,,0.0,0.0,"Sodium 3,5-dichloro-2,4,6-trioxo-1,3,5-triazinan-1-ide dihydrate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID9044536,,,0.0,0.0,Celestolide,0.17878659440433733,0.0,0.0,0.0,0.0,3,0,0,0,0,85
DTXSID7020710,,,0.0,0.0,"1,2-Diphenylhydrazine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,52
